iso_a3,name,region,year,population,gdp_per_capita,life_expectancy
cod,"Congo, Dem. Rep.",Africa,1980,26357462,1578,52.64
cod,"Congo, Dem. Rep.",Africa,1985,29883446,1510,54.19
cod,"Congo, Dem. Rep.",Africa,1990,34614581,1280,53.82
cod,"Congo, Dem. Rep.",Africa,1995,41595744,731,53.14
cod,"Congo, Dem. Rep.",Africa,2000,47076387,529,53.37
cod,"Congo, Dem. Rep.",Africa,2005,54751476,549,55.36
cod,"Congo, Dem. Rep.",Africa,2010,64523263,609,57.53
cod,"Congo, Dem. Rep.",Africa,2015,76196619,750,60.93
cog,"Congo, Rep.",Africa,1950,827252,1823,38.79
cog,"Congo, Rep.",Africa,1955,920218,2003,41.78
cog,"Congo, Rep.",Africa,1960,1037220,2167,44.88
cog,"Congo, Rep.",Africa,1965,1184316,2293,47.3
cog,"Congo, Rep.",Africa,1970,1364812,3291,48.83
cog,"Congo, Rep.",Africa,1975,1590039,3713,50.98
cog,"Congo, Rep.",Africa,1980,1839935,4152,53.05
cog,"Congo, Rep.",Africa,1985,2127770,6031,54.98
cog,"Congo, Rep.",Africa,1990,2440457,5140,54.08
cog,"Congo, Rep.",Africa,1995,2799255,4582,52.68
cog,"Congo, Rep.",Africa,2000,3225727,4480,52.78
cog,"Congo, Rep.",Africa,2005,3718243,4743,56.6
cog,"Congo, Rep.",Africa,2010,4386693,5186,60.43
cog,"Congo, Rep.",Africa,2015,4995648,5543,62.64
cri,Costa Rica,Americas,1950,959495,3029,57.55
cri,Costa Rica,Americas,1955,1119617,3826,60.31
cri,Costa Rica,Americas,1960,1333040,4258,63.38
cri,Costa Rica,Americas,1965,1589621,4942,66.31
cri,Costa Rica,Americas,1970,1848866,5979,68.94
cri,Costa Rica,Americas,1975,2097407,7055,71.83
cri,Costa Rica,Americas,1980,2389310,7940,74.6
cri,Costa Rica,Americas,1985,2730233,7069,75.93
cri,Costa Rica,Americas,1990,3095995,7787,76.57
cri,Costa Rica,Americas,1995,3510926,8961,77.02
cri,Costa Rica,Americas,2000,3925443,9878,78
cri,Costa Rica,Americas,2005,4247841,11025,79.35
cri,Costa Rica,Americas,2010,4545280,13000,80.4
cri,Costa Rica,Americas,2015,4807852,14914,80.92
civ,Cote d'Ivoire,Africa,1950,2630131,2056,35.33
civ,Cote d'Ivoire,Africa,1955,3029303,2231,38.28
civ,Cote d'Ivoire,Africa,1960,3558988,2492,42.43
civ,Cote d'Ivoire,Africa,1965,4321791,3066,46.48
civ,Cote d'Ivoire,Africa,1970,5242395,3764,51
civ,Cote d'Ivoire,Africa,1975,6608609,4118,53.59
civ,Cote d'Ivoire,Africa,1980,8293675,4024,56.09
civ,Cote d'Ivoire,Africa,1985,10222558,3308,56.47
civ,Cote d'Ivoire,Africa,1990,12267754,3194,55.03
civ,Cote d'Ivoire,Africa,1995,14540820,2898,52.89
civ,Cote d'Ivoire,Africa,2000,16686561,2948,52.65
civ,Cote d'Ivoire,Africa,2005,18336303,2682,53.66
civ,Cote d'Ivoire,Africa,2010,20401331,2690,56.34
civ,Cote d'Ivoire,Africa,2015,23108472,3251,59.22
hrv,Croatia,Europe,1950,3850297,4885,59.93
hrv,Croatia,Europe,1955,4030414,5662,62.15
hrv,Croatia,Europe,1960,4192634,7679,64.36
hrv,Croatia,Europe,1965,4328920,9676,66.24
hrv,Croatia,Europe,1970,4423072,11831,67.93
hrv,Croatia,Europe,1975,4500865,15239,69.33
hrv,Croatia,Europe,1980,4598129,19101,70.43
hrv,Croatia,Europe,1985,4716117,19829,71.05
hrv,Croatia,Europe,1990,4776372,18005,72.19
hrv,Croatia,Europe,1995,4616763,12625,72.29
hrv,Croatia,Europe,2000,4428072,15745,73.88
hrv,Croatia,Europe,2005,4378057,19545,75.13
hrv,Croatia,Europe,2010,4328153,20118,76.33
hrv,Croatia,Europe,2015,4236016,20636,77.31
cub,Cuba,Americas,1950,5919993,8782,59.69
cub,Cuba,Americas,1955,6539469,8931,62.49
cub,Cuba,Americas,1960,7141135,9417,65.63
cub,Cuba,Americas,1965,7951933,9339,68.95
cub,Cuba,Americas,1970,8715123,9157,72
cub,Cuba,Americas,1975,9438442,11505,73.47
cub,Cuba,Americas,1980,9835177,12679,74.17
cub,Cuba,Americas,1985,10082989,14627,74.54
cub,Cuba,Americas,1990,10582081,14184,74.84
cub,Cuba,Americas,1995,10906043,9266,75.23
cub,Cuba,Americas,2000,11150736,11622,76.58
cub,Cuba,Americas,2005,11284253,14076,77.61
cub,Cuba,Americas,2010,11333051,18293,78.39
cub,Cuba,Americas,2015,11461432,19963,78.89
cyp,Cyprus,Europe,1950,494015,3710,64.19
cyp,Cyprus,Europe,1955,529972,4526,65.99
cyp,Cyprus,Europe,1960,572930,5522,67.66
cyp,Cyprus,Europe,1965,580966,6736,69.09
cyp,Cyprus,Europe,1970,613621,8215,70.31
cyp,Cyprus,Europe,1975,649755,8429,71.15
cyp,Cyprus,Europe,1980,685406,14315,72.84
cyp,Cyprus,Europe,1985,703687,17773,74.04
cyp,Cyprus,Europe,1990,766614,23301,74.93
cyp,Cyprus,Europe,1995,855384,26465,75.72
cyp,Cyprus,Europe,2000,943286,30086,76.83
cyp,Cyprus,Europe,2005,1027658,33663,78.04
cyp,Cyprus,Europe,2010,1112607,33941,79.88
cyp,Cyprus,Europe,2015,1160985,30383,80.47
cze,Czech Republic,Europe,1950,8902619,8133,64.52
cze,Czech Republic,Europe,1955,9361762,9126,69.07
cze,Czech Republic,Europe,1960,9590187,11903,70.57
cze,Czech Republic,Europe,1965,9811407,12910,70.39
cze,Czech Republic,Europe,1970,9817817,15107,69.65
cze,Czech Republic,Europe,1975,10070144,17306,70.46
cze,Czech Republic,Europe,1980,10349271,18688,70.6
cze,Czech Republic,Europe,1985,10331370,19608,71.13
cze,Czech Republic,Europe,1990,10341169,19965,71.82
cze,Czech Republic,Europe,1995,10358456,19215,73.34
cze,Czech Republic,Europe,2000,10289594,21137,74.99
cze,Czech Republic,Europe,2005,10258176,25734,76.19
cze,Czech Republic,Europe,2010,10536286,28290,77.47
cze,Czech Republic,Europe,2015,10603762,30381,78.92
dnk,Denmark,Europe,1950,4268271,12105,70.31
dnk,Denmark,Europe,1955,4440778,12867,71.9
dnk,Denmark,Europe,1960,4581101,15336,72.18
dnk,Denmark,Europe,1965,4760460,19112,72.37
dnk,Denmark,Europe,1970,4931241,22243,73.35
dnk,Denmark,Europe,1975,5062729,24148,74.13
dnk,Denmark,Europe,1980,5123945,27290,74.38
dnk,Denmark,Europe,1985,5114243,31493,74.71
dnk,Denmark,Europe,1990,5141115,33786,75.2
dnk,Denmark,Europe,1995,5232704,37238,75.57
dnk,Denmark,Europe,2000,5341194,42338,76.92
dnk,Denmark,Europe,2005,5421702,44568,78.08
dnk,Denmark,Europe,2010,5554844,43998,79.49
dnk,Denmark,Europe,2015,5688695,45484,80.74
dji,Djibouti,Africa,1950,62001,3175,47.36
dji,Djibouti,Africa,1955,69589,3461,49.63
dji,Djibouti,Africa,1960,83636,3764,52.6
dji,Djibouti,Africa,1965,114963,3734,55.64
dji,Djibouti,Africa,1970,159659,4410,59.78
dji,Djibouti,Africa,1975,224183,4409,60.84
dji,Djibouti,Africa,1980,358960,3551,61.1
dji,Djibouti,Africa,1985,425613,3763,61.08
dji,Djibouti,Africa,1990,590398,3102,61.27
dji,Djibouti,Africa,1995,630388,2482,61.37
dji,Djibouti,Africa,2000,717584,2131,61.37
dji,Djibouti,Africa,2005,783254,2260,62.04
dji,Djibouti,Africa,2010,851146,2635,63.69
dji,Djibouti,Africa,2015,927414,3139,66.07
dom,Dominican Republic,Americas,1950,2364654,2056,48.24
dom,Dominican Republic,Americas,1955,2780652,2388,52.49
dom,Dominican Republic,Americas,1960,3294042,2651,56.95
dom,Dominican Republic,Americas,1965,3878948,2583,61.13
dom,Dominican Republic,Americas,1970,4503114,3229,64.95
dom,Dominican Republic,Americas,1975,5149935,4399,67.14
dom,Dominican Republic,Americas,1980,5809269,4979,69.15
dom,Dominican Republic,Americas,1985,6488856,4847,69.97
dom,Dominican Republic,Americas,1990,7183647,5267,70.82
dom,Dominican Republic,Americas,1995,7892423,6189,72.09
dom,Dominican Republic,Americas,2000,8562622,7964,73.21
dom,Dominican Republic,Americas,2005,9237566,8778,73.48
dom,Dominican Republic,Americas,2010,9897985,11124,74.6
dom,Dominican Republic,Americas,2015,10528394,13372,75.52
ecu,Ecuador,Americas,1950,3470159,3402,50.76
ecu,Ecuador,Americas,1955,3957485,3978,53.72
ecu,Ecuador,Americas,1960,4545550,4450,57.55
ecu,Ecuador,Americas,1965,5250119,5079,60.71
ecu,Ecuador,Americas,1970,6072527,5687,63.1
ecu,Ecuador,Americas,1975,6987391,6843,65.27
ecu,Ecuador,Americas,1980,7976445,8081,67.75
ecu,Ecuador,Americas,1985,9045979,7813,69.88
ecu,Ecuador,Americas,1990,10218091,7472,71.44
ecu,Ecuador,Americas,1995,11440583,7726,72.82
ecu,Ecuador,Americas,2000,12628596,7388,74.27
ecu,Ecuador,Americas,2005,13735233,8608,75.61
ecu,Ecuador,Americas,2010,14934690,9352,76.72
ecu,Ecuador,Americas,2015,16144368,10777,77.94
egy,Egypt,Africa,1950,20713331,1721,38.09
egy,Egypt,Africa,1955,23523384,1725,43.66
egy,Egypt,Africa,1960,26996533,2030,47.53
egy,Egypt,Africa,1965,30875964,2478,49.99
egy,Egypt,Africa,1970,35046273,3015,51.53
egy,Egypt,Africa,1975,39187702,3146,54.8
egy,Egypt,Africa,1980,44099142,4508,58.82
egy,Egypt,Africa,1985,50204985,5443,61.1
egy,Egypt,Africa,1990,57412215,5909,65.31
egy,Egypt,Africa,1995,63714386,6293,67.69
egy,Egypt,Africa,2000,69905988,7388,69.88
egy,Egypt,Africa,2005,76778149,8002,70.27
egy,Egypt,Africa,2010,84107606,9857,70.52
egy,Egypt,Africa,2015,93778172,10096,71.92
slv,El Salvador,Americas,1950,2199898,3437,44.7
slv,El Salvador,Americas,1955,2429333,3717,48.93
slv,El Salvador,Americas,1960,2762899,3999,53.22
slv,El Salvador,Americas,1965,3197863,4719,56.65
slv,El Salvador,Americas,1970,3668595,4866,58.85
slv,El Salvador,Americas,1975,4147525,5518,61.87
slv,El Salvador,Americas,1980,4580704,5136,64.81
slv,El Salvador,Americas,1985,4923860,4548,64.62
slv,El Salvador,Americas,1990,5254984,4530,68.17
slv,El Salvador,Americas,1995,5611115,5725,70.26
slv,El Salvador,Americas,2000,5867626,6364,72.19
slv,El Salvador,Americas,2005,6028961,6956,73.07
slv,El Salvador,Americas,2010,6164626,7300,74.11
slv,El Salvador,Americas,2015,6312478,7845,75.04
gnq,Equatorial Guinea,Africa,1950,225537,478,36.94
gnq,Equatorial Guinea,Africa,1955,239375,548,38.62
gnq,Equatorial Guinea,Africa,1960,255323,659,40.47
gnq,Equatorial Guinea,Africa,1965,277396,1133,42.35
gnq,Equatorial Guinea,Africa,1970,306515,1152,44.24
gnq,Equatorial Guinea,Africa,1975,259747,1136,46.01
gnq,Equatorial Guinea,Africa,1980,255325,1294,48.62
gnq,Equatorial Guinea,Africa,1985,358896,1185,49.4
gnq,Equatorial Guinea,Africa,1990,426846,1000,48.18
gnq,Equatorial Guinea,Africa,1995,504871,1715,47.89
gnq,Equatorial Guinea,Africa,2000,614323,10793,54.36
gnq,Equatorial Guinea,Africa,2005,757317,31372,58.08
gnq,Equatorial Guinea,Africa,2010,951104,33723,60.93
gnq,Equatorial Guinea,Africa,2015,1175389,27238,65.21
eri,Eritrea,Africa,1950,1142148,812,38.83
eri,Eritrea,Africa,1955,1249193,880,40
eri,Eritrea,Africa,1960,1397491,919,41.36
eri,Eritrea,Africa,1965,1589179,1016,43.1
eri,Eritrea,Africa,1970,1811878,1087,45.34
eri,Eritrea,Africa,1975,2075965,1017,47.09
eri,Eritrea,Africa,1980,2385540,997,48.51
eri,Eritrea,Africa,1985,2753151,832,49.88
eri,Eritrea,Africa,1990,3113311,908,52.35
eri,Eritrea,Africa,1995,3090159,1586,56.56
eri,Eritrea,Africa,2000,3392801,1679,58.15
eri,Eritrea,Africa,2005,3969007,1629,60.45
eri,Eritrea,Africa,2010,4390840,1416,61.66
eri,Eritrea,Africa,2015,4846976,1244,63.35
est,Estonia,Europe,1950,1100995,5109,58.51
est,Estonia,Europe,1955,1159231,6001,65.53
est,Estonia,Europe,1960,1216819,7200,69.18
est,Estonia,Europe,1965,1290396,8517,70.54
est,Estonia,Europe,1970,1360202,10320,70.21
est,Estonia,Europe,1975,1422042,11561,69.91
est,Estonia,Europe,1980,1474436,12536,69.29
est,Estonia,Europe,1985,1522397,13540,69.53
est,Estonia,Europe,1990,1565242,14398,70.05
est,Estonia,Europe,1995,1433024,11362,67.86
est,Estonia,Europe,2000,1399112,15703,70.79
est,Estonia,Europe,2005,1355648,22807,72.8
est,Estonia,Europe,2010,1332102,22741,76
est,Estonia,Europe,2015,1315321,27329,77.23
eth,Ethiopia,Africa,1950,18128034,579,33.78
eth,Ethiopia,Africa,1955,19947292,628,35.78
eth,Ethiopia,Africa,1960,22151278,656,39.04
eth,Ethiopia,Africa,1965,25013626,726,39.67
eth,Ethiopia,Africa,1970,28415077,778,43.72
eth,Ethiopia,Africa,1975,32566821,728,43.64
eth,Ethiopia,Africa,1980,35264898,715,44.62
eth,Ethiopia,Africa,1985,40800343,597,45.88
eth,Ethiopia,Africa,1990,48086516,652,46.63
eth,Ethiopia,Africa,1995,57309880,575,49.89
eth,Ethiopia,Africa,2000,66537331,618,51.14
eth,Ethiopia,Africa,2005,76727083,732,56.11
eth,Ethiopia,Africa,2010,87702670,1074,61.3
eth,Ethiopia,Africa,2015,99873033,1533,65.15
fji,Fiji,Asia,1950,288988,2770,54.27
fji,Fiji,Asia,1955,334976,3147,57.04
fji,Fiji,Asia,1960,393386,3575,59.75
fji,Fiji,Asia,1965,463883,3549,62.21
fji,Fiji,Asia,1970,520529,4493,64.49
fji,Fiji,Asia,1975,576595,5389,64.28
fji,Fiji,Asia,1980,635255,6017,64.81
fji,Fiji,Asia,1985,711661,5360,65.57
fji,Fiji,Asia,1990,728628,5891,65.39
fji,Fiji,Asia,1995,775498,6287,64.63
fji,Fiji,Asia,2000,811223,6674,64.3
fji,Fiji,Asia,2005,821817,7427,64.89
fji,Fiji,Asia,2010,859950,7352,65.28
fji,Fiji,Asia,2015,892149,8756,65.46
fin,Finland,Europe,1950,4008294,7231,64.01
fin,Finland,Europe,1955,4238275,8849,67.11
fin,Finland,Europe,1960,4434590,10624,68.73
fin,Finland,Europe,1965,4568598,13095,68.83
fin,Finland,Europe,1970,4612366,16369,70.04
fin,Finland,Europe,1975,4718749,19572,71.65
fin,Finland,Europe,1980,4788243,22167,73.55
fin,Finland,Europe,1985,4911220,24875,74.49
fin,Finland,Europe,1990,4996222,28906,74.99
fin,Finland,Europe,1995,5119005,27596,76.61
fin,Finland,Europe,2000,5187954,34887,77.73
fin,Finland,Europe,2005,5258927,39116,78.93
fin,Finland,Europe,2010,5365782,39848,80
fin,Finland,Europe,2015,5481966,38994,81.5
fra,France,Europe,1950,41879605,7920,66.61
fra,France,Europe,1955,43527762,9460,68.72
fra,France,Europe,1960,45865396,11653,70.67
fra,France,Europe,1965,48952255,14531,71.44
fra,France,Europe,1970,50843829,18208,72.47
fra,France,Europe,1975,53010730,20880,73.23
fra,France,Europe,1980,54070817,23998,74.59
fra,France,Europe,1985,55397482,25960,75.84
fra,France,Europe,1990,56960835,29528,77.16
fra,France,Europe,1995,58241791,30932,78.12
fra,France,Europe,2000,59608201,34896,79.09
fra,France,Europe,2005,61233900,36522,80.34
fra,France,Europe,2010,63026740,36872,81.42
fra,France,Europe,2015,64457201,37766,82.22
gab,Gabon,Africa,1950,473298,661,39.29
gab,Gabon,Africa,1955,482560,976,41.85
gab,Gabon,Africa,1960,499184,1439,43.7
gab,Gabon,Africa,1965,532511,2823,47.01
gab,Gabon,Africa,1970,590118,4684,52.08
gab,Gabon,Africa,1975,649716,18286,55.11
gab,Gabon,Africa,1980,729159,27924,57.74
gab,Gabon,Africa,1985,830085,23306,59.2
gab,Gabon,Africa,1990,952212,19501,59.46
gab,Gabon,Africa,1995,1086137,19896,59.67
gab,Gabon,Africa,2000,1231122,17783,59.15
gab,Gabon,Africa,2005,1403126,17004,59.99
gab,Gabon,Africa,2010,1640210,15356,62.86
gab,Gabon,Africa,2015,1930175,16837,66
gmb,Gambia,Africa,1950,271377,991,40.48
gmb,Gambia,Africa,1955,304029,1092,42.83
gmb,Gambia,Africa,1960,367928,1196,45.14
gmb,Gambia,Africa,1965,400861,1412,48.79
gmb,Gambia,Africa,1970,447285,1478,55
gmb,Gambia,Africa,1975,521070,1778,56.87
gmb,Gambia,Africa,1980,604369,1772,58.68
gmb,Gambia,Africa,1985,732096,1323,60.37
gmb,Gambia,Africa,1990,916808,1517,61.59
gmb,Gambia,Africa,1995,1066223,1447,62.67
gmb,Gambia,Africa,2000,1231844,1560,63.32
gmb,Gambia,Africa,2005,1444204,1544,64.3
gmb,Gambia,Africa,2010,1692149,1656,65.55
gmb,Gambia,Africa,2015,1977590,1588,67.04
geo,Georgia,Europe,1950,3527008,2347,57.59
geo,Georgia,Europe,1955,3713121,2741,59.18
geo,Georgia,Europe,1960,4007713,3268,60.95
geo,Georgia,Europe,1965,4371521,3873,62.76
geo,Georgia,Europe,1970,4713322,5207,64.29
geo,Georgia,Europe,1975,4873619,6604,66.85
geo,Georgia,Europe,1980,5017818,8814,68.95
geo,Georgia,Europe,1985,5211441,10565,69.74
geo,Georgia,Europe,1990,5410372,8007,69.57
geo,Georgia,Europe,1995,5020061,2295,70.44
geo,Georgia,Europe,2000,4722059,3264,71.71
geo,Georgia,Europe,2005,4486547,4902,72.03
geo,Georgia,Europe,2010,4231661,6734,72.82
geo,Georgia,Europe,2015,3951524,9025,73.68
deu,Germany,Europe,1950,69966243,7231,66.83
deu,Germany,Europe,1955,71537537,10963,68.19
deu,Germany,Europe,1960,73414427,14755,69.17
deu,Germany,Europe,1965,76255926,17767,70.54
deu,Germany,Europe,1970,78572984,21127,70.61
deu,Germany,Europe,1975,78866498,23517,71.52
deu,Germany,Europe,1980,78300650,27622,72.96
deu,Germany,Europe,1985,77717431,29685,74.23
deu,Germany,Europe,1990,79118326,31287,75.28
deu,Germany,Europe,1995,81240604,33653,76.49
deu,Germany,Europe,2000,81487757,36765,77.89
deu,Germany,Europe,2005,81671234,37704,79.15
deu,Germany,Europe,2010,80894785,40429,80.09
deu,Germany,Europe,2015,81707789,43784,80.84
gha,Ghana,Africa,1950,4980875,1681,45.04
gha,Ghana,Africa,1955,5680410,1822,47.87
gha,Ghana,Africa,1960,6652287,2246,50.76
gha,Ghana,Africa,1965,7710549,2290,53.24
gha,Ghana,Africa,1970,8596983,2455,55.23
gha,Ghana,Africa,1975,9831407,2190,56.74
gha,Ghana,Africa,1980,10802028,2090,57.56
gha,Ghana,Africa,1985,12716228,1740,57.92
gha,Ghana,Africa,1990,14628260,1920,58.81
gha,Ghana,Africa,1995,16760467,2066,59.49
gha,Ghana,Africa,2000,18938762,2259,59.34
gha,Ghana,Africa,2005,21542009,2539,60.15
gha,Ghana,Africa,2010,24512104,3059,62.16
gha,Ghana,Africa,2015,27582821,3930,65.43
grc,Greece,Europe,1950,7668794,3780,67.29
grc,Greece,Europe,1955,8011124,4930,68.35
grc,Greece,Europe,1960,8271788,6150,70.44
grc,Greece,Europe,1965,8450504,8819,72.07
grc,Greece,Europe,1970,8659795,12194,73.49
grc,Greece,Europe,1975,9009917,15357,74.58
grc,Greece,Europe,1980,9634504,18071,77.11
grc,Greece,Europe,1985,9974739,19003,76.22
grc,Greece,Europe,1990,10248537,20686,77.01
grc,Greece,Europe,1995,10789375,21247,77.81
grc,Greece,Europe,2000,11142119,24839,78.64
grc,Greece,Europe,2005,11301204,29559,79.63
grc,Greece,Europe,2010,11446005,28726,80.41
grc,Greece,Europe,2015,11217800,24095,80.96
grd,Grenada,Americas,1950,76681,1655,57.66
grd,Grenada,Americas,1955,81024,1852,60.37
grd,Grenada,Americas,1960,89869,2073,63.04
grd,Grenada,Americas,1965,94581,2319,65.35
grd,Grenada,Americas,1970,94426,2595,67.35
grd,Grenada,Americas,1975,92448,3628,69.34
grd,Grenada,Americas,1980,89005,4810,70.19
grd,Grenada,Americas,1985,99906,5092,70.05
grd,Grenada,Americas,1990,96283,7242,70.86
grd,Grenada,Americas,1995,100255,7119,71.41
grd,Grenada,Americas,2000,101619,9651,71.23
grd,Grenada,Americas,2005,102949,11894,71.07
grd,Grenada,Americas,2010,104677,11178,71.34
grd,Grenada,Americas,2015,106823,12735,71.39
gtm,Guatemala,Americas,1950,3114957,3078,40.59
gtm,Guatemala,Americas,1955,3625300,2965,42.14
gtm,Guatemala,Americas,1960,4210747,3301,44.56
gtm,Guatemala,Americas,1965,4869716,3718,47.42
gtm,Guatemala,Americas,1970,5621792,4475,50.81
gtm,Guatemala,Americas,1975,6433728,5279,55.83
gtm,Guatemala,Americas,1980,7283459,6253,58.9
gtm,Guatemala,Americas,1985,8240060,5145,62.03
gtm,Guatemala,Americas,1990,9263813,5101,64.63
gtm,Guatemala,Americas,1995,10408489,5598,66.62
gtm,Guatemala,Americas,2000,11650743,6071,68.63
gtm,Guatemala,Americas,2005,13096028,6269,69.8
gtm,Guatemala,Americas,2010,14630417,6714,71.25
gtm,Guatemala,Americas,2015,16252429,7293,72.55
gin,Guinea,Africa,1950,3093654,614,38.55
gin,Guinea,Africa,1955,3316135,712,40.35
gin,Guinea,Africa,1960,3577409,805,42.15
gin,Guinea,Africa,1965,3877806,912,43.58
gin,Guinea,Africa,1970,4219770,963,45.13
gin,Guinea,Africa,1975,4364514,1073,46.17
gin,Guinea,Africa,1980,4511902,1162,48.14
gin,Guinea,Africa,1985,5084767,1081,49.91
gin,Guinea,Africa,1990,6041094,1124,52.01
gin,Guinea,Africa,1995,7871173,1044,53.37
gin,Guinea,Africa,2000,8808546,1131,54.67
gin,Guinea,Africa,2005,9679745,1197,56.17
gin,Guinea,Africa,2010,10794170,1194,57.99
gin,Guinea,Africa,2015,12091533,1184,60.04
gnb,Guinea-Bissau,Africa,1950,535430,837,36.19
gnb,Guinea-Bissau,Africa,1955,575382,1029,37.6
gnb,Guinea-Bissau,Africa,1960,616409,1211,39
gnb,Guinea-Bissau,Africa,1965,652562,1515,39.75
gnb,Guinea-Bissau,Africa,1970,711827,1760,40.37
gnb,Guinea-Bissau,Africa,1975,778470,1857,44.97
gnb,Guinea-Bissau,Africa,1980,800854,1505,46.67
gnb,Guinea-Bissau,Africa,1985,899509,1685,47.58
gnb,Guinea-Bissau,Africa,1990,1012280,1570,49.23
gnb,Guinea-Bissau,Africa,1995,1137122,1634,50.91
gnb,Guinea-Bissau,Africa,2000,1243229,1360,52.27
gnb,Guinea-Bissau,Africa,2005,1380838,1335,53.21
gnb,Guinea-Bissau,Africa,2010,1555880,1393,55.65
gnb,Guinea-Bissau,Africa,2015,1770526,1424,58.18
guy,Guyana,Americas,1950,406559,4064,57.99
guy,Guyana,Americas,1955,482555,3552,58.67
guy,Guyana,Americas,1960,571819,3104,59.4
guy,Guyana,Americas,1965,651868,3141,60.1
guy,Guyana,Americas,1970,704934,3548,60.8
guy,Guyana,Americas,1975,745841,4062,61.88
guy,Guyana,Americas,1980,780153,3814,63.32
guy,Guyana,Americas,1985,770435,3087,64.27
guy,Guyana,Americas,1990,743309,2837,64.37
guy,Guyana,Americas,1995,761291,3904,65.16
guy,Guyana,Americas,2000,753301,4513,65.61
guy,Guyana,Americas,2005,750946,4689,64.79
guy,Guyana,Americas,2010,746556,5836,65.49
guy,Guyana,Americas,2015,768514,7063,67.01
hti,Haiti,Americas,1950,3221283,2285,35.28
hti,Haiti,Americas,1955,3514074,2261,38.04
hti,Haiti,Americas,1960,3866159,2297,40.88
hti,Haiti,Americas,1965,4271133,2008,43.56
hti,Haiti,Americas,1970,4708642,1976,45.6
hti,Haiti,Americas,1975,5140357,2256,48.26
hti,Haiti,Americas,1980,5688836,2858,50.35
hti,Haiti,Americas,1985,6384195,2478,52.46
hti,Haiti,Americas,1990,7099732,2251,54.06
hti,Haiti,Americas,1995,7819806,1679,55.12
hti,Haiti,Americas,2000,8549200,1739,56.8
hti,Haiti,Americas,2005,9263404,1562,58.03
hti,Haiti,Americas,2010,9999617,1502,32.11
hti,Haiti,Americas,2015,10711061,1651,63.88
hnd,Honduras,Americas,1950,1546724,2396,43.85
hnd,Honduras,Americas,1955,1771351,2341,46.45
hnd,Honduras,Americas,1960,2038637,2511,50.1
hnd,Honduras,Americas,1965,2346010,2685,53.87
hnd,Honduras,Americas,1970,2716659,2751,57.34
hnd,Honduras,Americas,1975,3153261,3037,60.76
hnd,Honduras,Americas,1980,3678286,3584,64.12
hnd,Honduras,Americas,1985,4281189,3230,65.48
hnd,Honduras,Americas,1990,4955328,3172,67.29
hnd,Honduras,Americas,1995,5709051,3276,68.54
hnd,Honduras,Americas,2000,6524283,3329,69.57
hnd,Honduras,Americas,2005,7373430,3697,70.58
hnd,Honduras,Americas,2010,8194778,3971,71.58
hnd,Honduras,Americas,2015,8960829,4311,72.49
hun,Hungary,Europe,1950,9337723,5920,62.01
hun,Hungary,Europe,1955,9828441,7523,66.81
hun,Hungary,Europe,1960,10001017,9140,68.01
hun,Hungary,Europe,1965,10169931,11247,69.09
hun,Hungary,Europe,1970,10366340,13010,69.15
hun,Hungary,Europe,1975,10527270,15109,69.41
hun,Hungary,Europe,1980,10754766,16509,69.31
hun,Hungary,Europe,1985,10566817,17261,69.14
hun,Hungary,Europe,1990,10377651,17098,69.57
hun,Hungary,Europe,1995,10349838,15244,70.16
hun,Hungary,Europe,2000,10221051,17855,71.8
hun,Hungary,Europe,2005,10086465,22307,73.09
hun,Hungary,Europe,2010,9927840,22277,74.52
hun,Hungary,Europe,2015,9783925,24831,75.65
isl,Iceland,Europe,1950,142659,8727,71.11
isl,Iceland,Europe,1955,157642,10629,73.41
isl,Iceland,Europe,1960,175592,11089,74.21
isl,Iceland,Europe,1965,192313,14314,73.96
isl,Iceland,Europe,1970,204426,15103,73.94
isl,Iceland,Europe,1975,218070,19255,75.2
isl,Iceland,Europe,1980,228262,24908,76.74
isl,Iceland,Europe,1985,241582,26375,77.39
isl,Iceland,Europe,1990,255043,29116,78.04
isl,Iceland,Europe,1995,267629,28106,78.49
isl,Iceland,Europe,2000,280435,34097,79.88
isl,Iceland,Europe,2005,294979,39770,81.18
isl,Iceland,Europe,2010,320328,38815,82.03
isl,Iceland,Europe,2015,330243,42674,82.24
ind,India,Asia,1950,376325200,904,34.92
ind,India,Asia,1955,409269055,957,37.99
ind,India,Asia,1960,449480608,1041,41.51
ind,India,Asia,1965,497702365,1044,45.28
ind,India,Asia,1970,553578513,1160,49
ind,India,Asia,1975,621301720,1200,51.51
ind,India,Asia,1980,696783517,1256,54.43
ind,India,Asia,1985,781666671,1445,56.81
ind,India,Asia,1990,870133480,1755,58.99
ind,India,Asia,1995,960482795,2037,60.77
ind,India,Asia,2000,1053050912,2495,62.34
ind,India,Asia,2005,1144118674,3179,64.23
ind,India,Asia,2010,1230980691,4405,66.2
ind,India,Asia,2015,1309053980,5754,68.18
idn,Indonesia,Asia,1950,69543316,1454,37.16
idn,Indonesia,Asia,1955,77327794,1716,41.42
idn,Indonesia,Asia,1960,87792515,1754,45.86
idn,Indonesia,Asia,1965,100308894,1701,44.59
idn,Indonesia,Asia,1970,114834780,2108,53.77
idn,Indonesia,Asia,1975,130724115,2648,56.49
idn,Indonesia,Asia,1980,147490365,3363,59.31
idn,Indonesia,Asia,1985,165012196,3545,61.77
idn,Indonesia,Asia,1990,181436821,4625,63.64
idn,Indonesia,Asia,1995,196957849,6013,65.76
